Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality,Cluster
4007,6.7,0.36,0.28,8.3,34.0,29.0,81.0,0.99151,2.96,0.39,12.5,1,0
2959,7.4,0.26,0.43,6.0,22.0,22.0,125.0,0.9928,3.13,0.55,11.5,1,7
1548,7.2,0.22,0.49,1.0,45.0,34.0,140.0,0.99,3.05,0.34,12.7,1,7
1480,7.4,0.2,0.35,6.1,25.0,10.0,40.0,0.99244,2.79,0.52,10.9,0,0
879,7.4,0.25,0.28,7.25,28.0,14.0,78.0,0.9923799999999999,2.94,0.37,11.5,1,0
3134,6.0,0.19,0.29,1.1,47.0,67.0,152.0,0.9916,3.54,0.59,11.1,1,6
999,7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.9961200000000001,3.12,0.37,9.5,1,6
881,6.4,0.34,0.1,1.1,48.0,19.0,84.0,0.9927,3.21,0.38,9.8,0,0
1096,5.7,0.37,0.3,1.1,29.0,24.0,88.0,0.9888299999999999,3.18,0.39,11.7,1,0
1427,6.9,0.34,0.49,7.3,45.0,61.0,206.0,0.9957,3.09,0.4,9.0,1,5
1124,6.4,0.26,0.3,2.2,25.0,33.0,134.0,992.0,3.21,0.47,10.6,1,1
1279,6.4,0.35,0.51,7.8,55.0,53.0,177.0,0.9950200000000001,3.12,0.45,9.6,0,6
4608,7.1,0.17,0.43,1.3,23.0,33.0,132.0,0.99067,3.11,0.56,11.7,1,7
3510,8.7,0.34,0.46,13.8,55.0,68.0,198.0,0.9988,3.36,0.37,9.5,1,5
3481,6.1,0.28,0.25,6.9,56.0,44.0,201.0,0.9955,3.19,0.4,9.1,1,5
1680,7.7,0.3,0.32,1.6,37.0,23.0,124.0,0.9919,2.93,0.33,11.0,1,7
3247,6.6,0.46,0.49,7.4,52.0,19.0,184.0,0.9956,3.11,0.38,9.0,0,6
4427,11.8,0.23,0.38,11.1,34.0,15.0,123.0,0.9997,2.93,0.55,9.7,0,7
3235,5.1,0.35,0.26,6.8,34.0,36.0,120.0,0.9918799999999999,3.38,0.4,11.5,1,7
3822,6.1,0.25,0.49,7.6,52.0,67.0,226.0,0.9956,3.16,0.47,8.9,0,5
2160,6.3,0.17,0.42,2.8,28.0,45.0,107.0,0.9908,3.27,0.43,11.8,1,7
85,5.7,0.44,0.13,7.0,25.0,28.0,173.0,0.9913,3.33,0.48,12.5,1,6
1902,6.9,0.4,0.17,12.9,33.0,59.0,186.0,0.99754,3.08,0.49,9.4,0,5
2210,6.9,0.18,0.38,8.1,49.0,44.0,176.0,0.9958,3.3,0.54,9.8,1,6
3477,6.0,0.29,0.41,10.8,48.0,55.0,149.0,0.9937,3.09,0.59,10.966666666666699,1,6
2379,7.3,0.28,0.43,1.7,0.08,21.0,123.0,0.9905,3.19,0.42,12.8,0,7
3291,7.0,0.12,0.29,10.3,39.0,41.0,98.0,0.99564,3.19,0.38,9.8,1,0
4063,6.5,0.33,0.38,8.3,48.0,68.0,174.0,0.99492,3.14,0.5,9.6,0,6
544,8.9,0.33,0.32,1.5,47.0,11.0,200.0,0.9954,3.19,0.46,9.4,0,5
3279,7.1,0.25,0.31,2.3,0.05,32.0,156.0,0.9914,3.14,0.51,11.4,1,6
1255,5.8,0.36,0.32,1.7,33.0,22.0,96.0,0.9898,3.03,0.38,11.2,1,0
321,6.2,0.39,0.24,4.8,37.0,45.0,138.0,0.99174,3.23,0.43,11.2,1,7
3625,7.1,0.47,0.29,14.8,24.0,22.0,142.0,0.99518,3.12,0.48,12.0,1,7
3912,6.3,0.41,0.18,3.5,27.0,23.0,109.0,0.99018,3.34,0.54,12.8,1,7
352,6.6,0.24,0.22,12.3,51.0,35.0,146.0,0.9967600000000001,3.1,0.67,9.4,0,6
1387,7.1,0.28,0.44,1.8,32.0,32.0,107.0,0.9907,3.25,0.48,12.2,1,7
3791,6.4,0.46,0.22,14.7,47.0,51.0,183.0,0.998275,3.39,0.6,10.5,0,6
3210,6.8,0.34,0.74,2.8,88.0,23.0,185.0,0.9928,3.51,0.7,12.0,1,6
1684,5.8,0.29,0.27,1.6,62.0,17.0,140.0,0.9913799999999999,3.23,0.35,11.1,1,7
2833,6.1,0.17,0.28,2.5,28.0,22.0,98.0,0.99072,3.16,0.37,11.1,1,0
537,6.6,0.3,0.24,1.2,34.0,17.0,121.0,0.9933,3.13,0.36,9.2,0,7
4242,5.9,0.27,0.27,5.0,35.0,14.0,97.0,0.9905799999999999,3.1,0.33,11.8,1,0
3124,7.5,0.14,0.74,1.6,35.0,21.0,126.0,0.9933,3.26,0.45,10.2,1,7
4030,7.4,0.24,0.22,10.7,42.0,26.0,81.0,0.9954,2.86,0.36,9.7,1,0
100,7.1,0.29,0.3,16.0,36.0,58.0,201.0,0.99954,3.3,0.67,9.0,0,5
67,6.2,0.39,0.24,4.8,37.0,45.0,138.0,0.99174,3.23,0.43,11.2,1,7
971,6.5,0.36,0.38,10.2,28.0,20.0,82.0,0.99274,3.1,0.43,12.1,1,0
3402,5.9,0.34,0.3,3.8,35.0,57.0,135.0,0.99016,3.09,0.34,12.0,1,7
2603,6.7,0.22,0.39,10.2,38.0,60.0,149.0,0.99725,3.17,0.54,10.0,1,6
1671,7.5,0.26,0.26,18.35,84.0,33.0,139.0,1.0011,3.17,0.39,8.8,0,6
370,6.9,0.54,0.26,12.7,49.0,59.0,195.0,0.9959600000000001,3.26,0.54,10.5,1,5
4120,6.45,0.14,0.42,1.2,0.05,51.0,129.0,0.99116,3.27,0.69,11.1,1,7
345,6.2,0.21,0.28,5.7,28.0,45.0,121.0,0.9916799999999999,3.21,1.08,12.15,1,7
2471,7.2,0.24,0.27,1.4,38.0,31.0,122.0,0.9927,3.15,0.46,10.3,1,7
1220,5.8,0.22,0.3,1.1,47.0,36.0,131.0,992.0,3.26,0.45,10.4,0,1
2860,6.8,0.24,0.38,8.3,45.0,50.0,185.0,0.9957799999999999,3.15,0.5,9.5,1,6
2077,7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.9930399999999999,3.1,0.55,11.2,0,0
3211,8.9,0.24,0.33,15.75,35.0,16.0,132.0,996.0,3.0,0.37,12.1,1,1
2631,8.4,0.23,0.49,7.8,35.0,22.0,95.0,0.9935,3.04,0.34,12.0,1,0
3169,5.8,0.3,0.33,3.5,33.0,25.0,116.0,0.9905700000000001,3.2,0.44,11.7,1,7
2937,7.2,0.27,0.28,15.2,46.0,6.0,41.0,0.99665,3.17,0.39,10.9,1,0
4271,7.5,0.33,0.32,11.1,36.0,25.0,119.0,0.9962,3.15,0.34,10.5,1,7
4359,5.9,0.21,0.31,1.8,33.0,45.0,142.0,0.9898399999999999,3.35,0.5,12.7,1,7
3628,7.4,0.14,0.3,1.3,33.0,25.0,91.0,0.9926799999999999,3.53,0.39,10.6,1,0
2206,7.8,0.26,0.49,3.2,27.0,28.0,87.0,0.9919,3.03,0.32,11.3,1,0
2284,7.9,255.0,0.26,2.0,26.0,40.0,190.0,0.9932,3.04,0.39,11.2,1,4
3146,6.3,0.22,0.28,2.4,42.0,38.0,102.0,0.98998,3.14,0.37,11.6,1,7
4016,7.3,0.25,0.36,2.1,34.0,30.0,177.0,0.99085,3.25,0.4,11.9,1,6
1123,6.8,0.23,0.42,7.4,44.0,56.0,189.0,0.9958,3.22,0.48,9.3,1,5
524,7.4,0.24,0.42,14.0,66.0,48.0,198.0,0.9979,2.89,0.42,8.9,1,5
1221,6.5,0.29,0.53,1.7,0.04,41.0,192.0,0.9922,3.26,0.59,10.4,1,5
3369,5.8,0.21,0.32,1.6,45.0,38.0,95.0,0.98946,3.23,0.94,12.4,1,0
1762,7.2,0.21,0.34,11.9,43.0,37.0,213.0,0.9962,3.09,0.5,9.6,1,5
1209,6.7,0.42,0.46,9.7,54.0,67.0,234.0,0.9984799999999999,3.23,0.5,9.0,0,5
229,7.4,0.19,0.31,14.5,45.0,39.0,193.0,0.9986,3.1,0.5,9.2,1,5
1923,7.1,0.29,0.34,7.8,36.0,49.0,128.0,0.99397,3.21,0.4,10.7,1,7
98,6.4,0.28,0.29,1.6,52.0,34.0,127.0,0.9929,3.48,0.56,10.5,1,7
3643,8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.34,9.6,0,7
2827,7.8,0.49,0.49,7.0,43.0,29.0,149.0,0.9952,3.21,0.33,10.0,0,6
1490,7.2,0.37,0.4,11.6,32.0,34.0,214.0,0.9963,3.1,0.51,9.8,1,5
828,5.8,0.26,0.24,9.2,44.0,55.0,152.0,0.9961,3.31,0.38,9.4,0,6
4595,6.2,0.36,0.32,4.0,36.0,44.0,92.0,0.98936,3.2,0.5,13.3,1,0
3364,6.6,0.22,0.23,17.3,47.0,37.0,118.0,0.9990600000000001,3.08,0.46,8.8,1,7
2588,7.9,0.26,0.33,10.3,39.0,73.0,212.0,0.9969,2.93,0.49,9.5,1,5
4650,5.6,0.18,0.58,1.25,34.0,29.0,129.0,0.9898399999999999,3.51,0.6,12.0,1,7
1121,5.0,0.44,0.04,18.6,39.0,38.0,128.0,0.9985,3.37,0.57,10.2,1,7
4368,6.8,0.29,0.16,1.4,38.0,122.5,234.5,0.9922,3.15,0.47,10.0,0,5
1445,6.6,0.3,0.25,8.0,36.0,21.0,124.0,0.9936200000000001,3.06,0.38,10.8,1,7
4213,6.2,0.47,0.21,1.0,44.0,13.0,98.0,0.99345,3.14,0.46,9.2,0,0
2373,5.9,0.13,0.28,1.9,0.05,20.0,78.0,0.9918,3.43,0.64,10.8,1,0
4106,5.8,0.18,0.37,1.1,36.0,31.0,96.0,0.9894200000000001,3.16,0.48,12.0,1,0
3756,7.3,0.24,0.3,2.5,42.0,31.0,104.0,0.9911,3.05,0.56,11.3,1,7
1476,6.2,0.32,0.5,6.5,48.0,61.0,186.0,0.9948,3.19,0.45,9.6,0,5
3180,6.0,495.0,0.27,5.0,157.0,17.0,129.0,0.9939600000000001,3.03,0.36,9.3,0,3
2417,7.0,0.44,0.24,12.1,56.0,68.0,210.0,0.99718,3.05,0.5,9.5,0,5
771,6.0,0.2,0.26,6.8,49.0,22.0,93.0,0.9928,3.15,0.42,11.0,1,0
4566,9.1,0.59,0.38,1.6,66.0,34.0,182.0,0.9968,3.23,0.38,8.5,0,6
3039,7.0,0.24,0.24,9.0,0.03,42.0,219.0,0.99636,3.47,0.46,10.2,1,5
836,6.9,0.3,0.21,7.2,45.0,54.0,190.0,0.99595,3.22,0.48,9.4,0,5
3929,6.8,0.26,0.42,1.7,49.0,41.0,122.0,993.0,3.47,0.48,10.5,1,1
3709,6.8,0.27,0.42,7.3,54.0,58.0,200.0,0.99556,3.12,0.49,9.4,1,5
4151,6.1,0.28,0.3,7.75,31.0,33.0,139.0,0.9929600000000001,3.22,0.46,11.0,1,7
3633,6.1,0.2,0.25,1.2,38.0,34.0,128.0,0.9921,3.24,0.44,10.1,0,7
755,6.8,0.21,0.55,14.6,53.0,34.0,159.0,0.99805,2.93,0.44,9.2,0,6
3012,8.3,0.4,0.41,8.2,0.05,15.0,122.0,0.9979,3.39,0.49,9.3,0,7
4294,7.7,0.34,0.58,11.1,39.0,41.0,151.0,0.9978,3.06,0.49,8.6,0,6
536,5.7,0.15,0.28,3.7,45.0,57.0,151.0,0.9913,3.22,0.27,11.2,1,6
538,7.7,0.32,0.61,11.8,41.0,66.0,188.0,0.9979399999999999,3.0,0.54,9.3,0,5
2664,6.8,0.23,0.32,8.6,46.0,47.0,159.0,0.9945200000000001,3.08,0.52,10.5,1,6
388,8.1,0.5,0.47,1.1,37.0,23.0,126.0,0.9938,3.21,0.42,10.9,0,7
3229,6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,3.08,0.41,9.0,1,0
4027,6.3,305.0,0.22,16.0,61.0,26.0,141.0,0.99824,3.08,0.5,9.1,0,3
4562,6.6,0.35,0.19,10.5,0.06,15.0,82.0,0.9958799999999999,3.13,0.38,9.9,0,0
3397,5.4,0.29,0.38,1.2,29.0,31.0,132.0,0.98895,3.28,0.36,12.4,1,7
3741,6.8,0.37,0.47,11.2,71.0,44.0,136.0,0.9968,2.98,0.88,9.2,0,6
557,5.2,285.0,0.29,5.15,35.0,64.0,138.0,0.9895,3.19,0.34,12.4,1,4
4378,7.0,0.21,0.34,8.5,33.0,31.0,253.0,0.9953,3.22,0.56,10.5,1,5
4235,7.0,0.3,0.28,2.2,42.0,21.0,177.0,0.99166,3.2,0.57,11.4,0,6
3161,7.4,0.19,0.31,14.5,45.0,39.0,193.0,0.9986,3.1,0.5,9.2,1,5
303,7.5,0.3,0.21,6.55,26.0,33.0,143.0,0.99244,2.92,0.35,11.1,0,7
1979,7.6,0.2,0.36,1.9,43.0,24.0,111.0,0.9923700000000001,3.29,0.54,11.3,1,7
4117,8.3,0.26,0.31,2.0,29.0,14.0,141.0,0.99077,2.95,0.77,12.2,1,7
1878,6.3,0.32,0.26,12.3,44.0,24.0,205.0,0.99611,3.11,0.58,9.9,0,5
2176,5.9,0.17,0.28,0.7,27.0,5.0,28.0,0.98985,3.13,0.32,10.6,0,0
1725,6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.9947600000000001,3.22,0.37,10.8,1,7
4388,6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,0,7
4444,8.9,0.34,0.32,1.3,41.0,12.0,188.0,0.9953,3.17,0.49,9.5,0,6
3764,7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2,0,6
4470,8.0,0.24,0.36,1.5,47.0,17.0,129.0,0.9948,3.2,0.54,10.0,1,7
2740,6.8,0.21,0.36,18.1,46.0,32.0,133.0,1.0,3.27,0.48,8.8,0,7
2370,6.3,0.26,0.42,7.1,45.0,62.0,209.0,0.99544,3.2,0.53,9.5,1,5
3355,7.3,0.3,0.25,2.5,45.0,32.0,122.0,0.99329,3.18,0.54,10.3,0,7
1662,5.9,0.36,0.04,5.7,46.0,21.0,87.0,0.9934,3.22,0.51,10.2,0,0
989,6.9,0.18,0.38,8.1,49.0,44.0,176.0,0.9958,3.3,0.54,9.8,1,6
3349,8.4,0.35,0.56,13.8,48.0,55.0,190.0,0.9993,3.07,0.58,9.4,1,5
2448,6.7,0.27,0.31,15.7,36.0,44.0,179.0,0.9979,3.26,0.56,9.6,0,6
3185,5.9,0.21,0.24,12.1,44.0,53.0,165.0,0.9969,3.25,0.39,9.5,0,6
2272,6.6,0.56,0.22,8.9,34.0,27.0,133.0,0.99675,3.2,0.51,9.1,0,7
4321,6.5,0.28,0.35,9.8,67.0,61.0,180.0,0.9972,3.15,0.57,9.0,0,6
934,6.6,0.32,0.24,1.3,0.06,42.5,204.0,0.9951200000000001,3.59,0.51,9.2,0,5
4304,8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,0,7
160,7.1,0.3,0.36,6.8,55.0,44.5,234.0,0.9972,3.49,0.64,10.2,1,5
1617,6.4,0.14,0.28,7.9,57.0,21.0,82.0,0.99425,3.26,0.36,10.0,1,0
3558,6.7,0.39,0.24,2.7,17.0,22.0,80.0,0.9908399999999999,3.03,0.37,11.5,0,0
2194,7.1,0.32,0.29,4.0,38.0,33.0,170.0,0.9946299999999999,3.27,0.64,10.2,1,6
1783,8.5,0.28,0.34,13.8,41.0,32.0,161.0,0.9981,3.13,0.4,9.9,1,6
1122,6.4,0.16,0.31,5.3,43.0,42.0,157.0,0.99455,3.35,0.47,10.5,0,6
2474,7.6,0.28,0.49,20.15,0.06,30.0,145.0,1.00196,3.01,0.44,8.5,0,7
4348,7.4,0.28,0.36,14.6,48.0,35.0,161.0,0.9968,3.14,0.56,10.6,0,6
2440,7.2,0.17,0.41,1.6,52.0,24.0,126.0,0.9922799999999999,3.19,0.49,10.8,0,7
3177,7.7,0.23,0.31,10.7,38.0,59.0,186.0,0.9969,3.12,0.55,9.5,1,5
1856,6.1,0.23,0.27,9.8,55.0,74.0,134.0,0.99534,3.16,0.4,10.2,1,6
746,7.9,0.28,0.41,4.9,58.0,31.0,153.0,0.9966,3.27,0.51,9.7,1,6
3528,4.9,345.0,0.34,1.0,68.0,32.0,143.0,0.9913799999999999,3.24,0.4,10.1,0,3
2795,7.3,0.17,0.36,8.2,28.0,44.0,111.0,0.99272,3.14,0.41,12.4,1,7
4634,6.6,0.27,0.3,1.9,25.0,14.0,153.0,0.9928,3.29,0.62,10.5,1,6
822,8.4,0.35,0.56,13.8,48.0,55.0,190.0,0.9993,3.07,0.58,9.4,1,5
4278,8.5,0.23,0.28,11.1,33.0,30.0,97.0,0.9950700000000001,3.03,0.39,10.5,1,0
1029,6.8,0.22,0.32,5.9,54.0,40.0,152.0,0.9938,3.2,0.57,10.8,1,6
2817,5.6,0.24,0.34,2.0,41.0,14.0,73.0,0.9898100000000001,3.04,0.45,11.6,1,0
2585,6.4,0.28,0.45,8.6,57.0,47.0,223.0,0.99654,3.16,0.51,9.1,0,5
3462,7.4,0.2,0.37,1.2,28.0,28.0,89.0,0.9913200000000001,3.14,0.61,11.8,1,0
1400,6.2,0.21,0.18,11.6,44.0,61.0,155.0,0.99655,3.14,0.52,9.4,1,6
3644,5.6,0.19,0.47,4.5,0.03,19.0,112.0,0.9922,3.56,0.45,11.2,1,7
3429,6.6,0.56,0.22,8.9,34.0,27.0,133.0,0.99675,3.2,0.51,9.1,0,7
2623,7.4,0.31,0.48,14.2,42.0,62.0,204.0,0.9983,3.06,0.59,9.4,0,5
773,6.9,0.4,0.42,6.2,66.0,41.0,176.0,0.9955200000000001,3.12,0.54,9.4,0,6
2408,7.1,0.18,0.39,14.5,51.0,48.0,156.0,0.9994700000000001,3.35,0.78,9.1,0,6
3292,7.7,0.38,0.23,10.8,0.03,28.0,95.0,0.99164,2.93,0.41,13.6,1,0
4367,6.1,0.31,0.34,2.8,42.0,59.5,162.0,0.99179,3.27,0.47,10.8,1,6
3550,7.9,0.14,0.74,1.2,28.0,30.0,165.0,991.0,3.08,0.82,12.3,1,1
221,7.3,0.43,0.37,4.6,28.0,17.0,114.0,991.0,3.23,0.43,13.2,1,1
4124,7.2,0.36,0.36,5.7,38.0,26.0,98.0,0.9914,2.93,0.59,12.5,1,0
107,6.4,0.3,0.27,5.0,58.0,27.0,151.0,0.99198,3.22,0.49,12.2,1,6
1080,6.3,0.29,0.4,6.5,39.0,43.0,167.0,0.9953,3.15,0.44,9.3,1,6
4491,6.4,0.24,0.25,20.2,83.0,35.0,157.0,0.99976,3.17,0.5,9.1,0,6
726,6.3,0.39,0.22,2.8,48.0,53.0,173.0,0.9930399999999999,3.24,0.45,9.8,0,6
1148,8.9,0.21,0.37,1.2,28.0,20.0,93.0,0.99244,3.2,0.37,11.5,0,0
4370,8.1,0.12,0.38,0.9,34.0,36.0,86.0,0.99026,2.8,0.55,12.0,1,0
4534,7.8,0.34,0.35,1.8,42.0,8.0,167.0,0.9908,3.11,0.41,12.1,1,6
1091,6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,1,7
3267,5.9,415.0,0.02,0.8,38.0,22.0,63.0,0.9932,3.36,0.36,9.3,0,3
1320,7.8,0.24,0.32,12.2,54.0,42.0,138.0,0.9984,3.01,0.54,8.8,0,7
637,6.6,0.5,0.26,11.3,29.0,32.0,110.0,0.9930200000000001,3.27,0.78,12.9,1,7
3759,9.2,0.34,0.27,1.2,26.0,17.0,73.0,0.9921,3.08,0.39,10.8,0,0
149,7.4,0.23,0.43,1.4,44.0,22.0,113.0,0.9938,3.22,0.62,10.6,1,7
4209,5.8,0.36,0.5,1.0,127.0,63.0,178.0,0.9921200000000001,3.1,0.45,9.7,0,9
3917,7.5,0.15,0.38,1.8,54.0,19.0,101.0,0.9946,3.24,0.44,10.0,0,0
151,7.6,0.19,0.37,13.1,33.0,52.0,151.0,0.99726,3.18,0.79,10.4,1,6
2025,6.0,0.1,0.24,1.1,41.0,15.0,65.0,0.9927,3.61,0.61,10.3,1,0
5,6.4,0.17,0.34,13.4,44.0,45.0,139.0,0.9975200000000001,3.06,0.43,9.1,1,7
3458,7.4,0.3,0.49,8.2,55.0,49.0,188.0,0.9974,3.52,0.58,9.7,1,5
2732,6.6,0.23,0.37,8.5,36.0,46.0,153.0,0.9957600000000001,3.2,0.48,9.4,1,6
4360,7.7,0.3,0.26,18.95,53.0,36.0,174.0,0.99976,3.2,0.5,10.4,0,6
2183,7.6,0.67,0.14,1.5,74.0,25.0,168.0,0.9937,3.05,0.51,9.3,0,6
1260,6.8,0.28,0.35,2.3,42.0,16.0,85.0,0.9906,3.19,0.56,12.4,1,0
3008,5.7,0.23,0.28,9.65,25.0,26.0,121.0,0.9925,3.28,0.38,11.3,1,7
1905,5.2,185.0,0.22,1.0,0.03,47.0,123.0,0.99218,3.55,0.44,10.15,1,4
3859,7.3,0.18,0.29,1.2,44.0,12.0,143.0,0.9918,3.2,0.48,11.3,1,7
1507,6.7,0.35,0.48,8.8,56.0,35.0,167.0,0.9962799999999999,3.04,0.47,9.4,0,6
2109,6.6,0.34,0.34,2.6,51.0,40.5,210.0,0.9931399999999999,3.15,0.61,10.0,0,5
3936,6.2,0.25,0.38,7.9,45.0,54.0,208.0,0.99572,3.17,0.46,9.1,0,5
3733,6.4,0.17,0.27,9.9,47.0,26.0,101.0,0.9959600000000001,3.34,0.5,9.9,1,0
2390,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1,7
1316,5.1,0.33,0.22,1.6,27.0,18.0,89.0,0.9893,3.51,0.38,12.5,1,0
729,9.4,0.24,0.29,8.5,37.0,124.0,208.0,0.99395,2.9,0.38,11.0,0,5
2229,7.4,0.33,0.26,15.6,49.0,67.0,210.0,0.9990700000000001,3.06,0.68,9.5,0,5
3942,7.3,0.24,0.41,13.6,0.05,41.0,178.0,0.9988,3.37,0.43,9.7,0,6
2433,6.5,0.39,0.23,5.4,51.0,25.0,149.0,0.9934,3.24,0.35,10.0,0,6
3215,7.1,0.17,0.4,14.55,47.0,47.0,156.0,0.99945,3.34,0.78,9.1,1,6
1263,5.5,485.0,0.0,1.5,65.0,8.0,103.0,994.0,3.63,0.4,9.7,0,8
1455,7.6,0.2,0.3,14.2,56.0,53.0,212.5,999.0,3.14,0.46,8.9,1,1
2724,6.4,0.43,0.27,1.1,54.0,5.0,110.0,0.9939,3.24,0.52,9.1,0,7
1911,7.4,0.24,0.42,14.0,66.0,48.0,198.0,0.9979,2.89,0.42,8.9,1,5
2343,5.8,0.12,0.21,1.3,56.0,35.0,121.0,0.9908,3.32,0.33,11.4,1,7
1103,6.7,0.19,0.23,6.2,47.0,36.0,117.0,0.9945,3.34,0.43,9.6,1,7
2484,7.5,0.21,0.68,10.9,45.0,38.0,133.0,0.9978,3.0,0.36,8.7,0,7
72,6.3,0.33,0.42,17.2,37.0,57.0,170.0,0.99884,3.26,0.57,9.4,1,6
1050,6.3,0.3,0.2,3.7,39.0,34.0,132.0,0.9915799999999999,3.0,0.38,10.7,0,7
1909,6.6,0.22,0.23,17.3,47.0,37.0,118.0,0.9990600000000001,3.08,0.46,8.8,1,7
1249,6.7,0.19,0.34,1.0,22.0,22.0,94.0,0.9912,3.23,0.57,11.1,1,0
596,6.6,0.26,0.52,8.2,47.0,52.0,191.0,0.99541,3.16,0.47,9.5,1,5
497,6.5,0.52,0.17,1.4,47.0,5.0,26.0,0.9932,3.26,0.32,10.0,0,0
3431,7.2,0.22,0.35,5.5,54.0,37.0,183.0,0.99474,3.08,0.5,10.3,0,6
1833,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,1,6
1172,6.3,0.4,0.24,5.1,36.0,43.0,131.0,0.9918600000000001,3.24,0.44,11.3,1,7
4100,6.6,0.26,0.46,7.8,47.0,48.0,186.0,0.9958,3.2,0.54,9.1,0,6
4216,7.9,0.25,0.35,6.7,39.0,22.0,64.0,0.9936200000000001,2.93,0.49,10.7,0,0
1492,7.3,0.24,0.39,17.95,57.0,45.0,149.0,0.9999,3.21,0.36,8.6,0,6
2355,6.7,0.13,0.57,6.6,56.0,60.0,150.0,0.9954799999999999,2.96,0.43,9.4,1,6
4385,6.4,0.44,0.44,14.4,48.0,29.0,228.0,0.99955,3.26,0.54,8.8,1,5
1894,7.4,0.29,0.48,12.8,37.0,61.5,182.0,0.99808,3.02,0.34,8.8,0,6
1134,7.2,0.16,0.26,7.1,54.0,41.0,224.0,0.9966,3.38,0.55,10.1,0,5
3173,7.2,0.13,0.46,1.3,44.0,48.0,111.0,0.9912700000000001,2.97,0.45,11.1,0,7
3551,6.9,0.33,0.26,5.0,27.0,46.0,143.0,0.9924,3.25,0.43,11.2,1,6
3388,6.2,0.28,0.22,7.3,41.0,26.0,157.0,0.9957,3.44,0.64,9.8,1,6
489,6.1,0.22,0.5,6.6,45.0,30.0,122.0,0.99415,3.22,0.49,9.9,1,7
2449,7.4,0.22,0.26,1.2,35.0,18.0,97.0,0.99245,3.12,0.41,9.7,1,0
949,7.8,0.49,0.49,7.0,43.0,29.0,149.0,0.9952,3.21,0.33,10.0,0,6
3779,6.7,0.12,0.3,5.2,48.0,38.0,113.0,0.9935200000000001,3.33,0.44,10.1,1,7
223,5.8,0.15,0.32,1.2,37.0,14.0,119.0,0.9913700000000001,3.19,0.5,10.2,1,7
3635,7.3,0.28,0.35,1.6,54.0,31.0,148.0,0.9917799999999999,3.18,0.47,10.7,0,6
4195,6.4,0.31,0.31,12.9,45.0,55.0,161.0,0.99546,3.02,0.59,10.2,0,6
2362,6.6,0.36,0.21,1.5,49.0,39.0,184.0,0.9928,3.18,0.41,9.9,1,6
4306,6.8,0.22,0.49,0.9,52.0,26.0,128.0,991.0,3.25,0.35,11.4,1,1
2425,8.0,0.25,0.35,1.1,54.0,13.0,136.0,0.99366,3.08,0.55,9.5,0,7
961,6.7,0.31,0.08,1.3,38.0,58.0,147.0,0.9922,3.18,0.46,10.0,0,6
1030,6.4,0.29,0.2,15.6,0.04,20.0,142.0,0.9962,3.1,0.54,10.6,0,7
4000,6.3,0.33,0.2,5.8,0.04,24.0,144.0,0.99425,3.15,0.63,9.9,0,7
3438,7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,0.4,12.2,1,7
606,6.8,0.17,0.32,1.4,0.04,35.0,106.0,0.99026,3.16,0.66,12.0,0,7
2227,6.7,0.47,0.34,8.9,43.0,31.0,172.0,0.9964,3.22,0.6,9.2,0,6
1164,6.1,0.28,0.35,12.8,48.0,63.0,229.0,0.9975,3.08,0.4,8.9,0,5
2037,6.9,0.26,0.27,4.2,31.0,20.0,80.0,0.9908899999999999,3.12,0.39,11.5,1,0
2401,7.7,0.44,0.24,11.2,31.0,41.0,167.0,0.9948,3.12,0.43,11.3,1,6
2800,5.8,0.33,0.2,16.05,47.0,26.0,166.0,0.9976,3.09,0.46,8.9,0,6
992,7.3,0.28,0.54,12.9,49.0,62.0,152.0,0.9984,3.06,0.45,9.1,1,6
1580,8.2,0.29,0.49,1.0,44.0,29.0,118.0,0.9928,3.24,0.36,10.9,0,7
275,7.6,0.37,0.34,3.2,28.0,42.0,162.0,0.9903,3.01,0.33,12.4,1,6
371,6.6,0.25,0.36,8.1,45.0,54.0,180.0,0.9958,3.08,0.42,9.2,0,6
392,5.7,0.21,0.24,2.3,47.0,60.0,189.0,995.0,3.65,0.72,10.1,1,1
504,7.3,0.33,0.4,6.85,38.0,32.0,138.0,992.0,3.03,0.3,11.9,1,1
62,6.0,0.37,0.32,1.0,53.0,31.0,218.5,0.9924,3.29,0.72,9.8,1,5
727,7.2,0.31,0.35,7.2,46.0,45.0,178.0,0.9955,3.14,0.53,9.7,0,6
